Domain Name,Agency,Redirect?,Redirect Destination
http://www.userra.gov,Department of Justice,true,http://www.justice.gov
http://www.disabilityinfo.gov,Department of Labor,true,http://www.disability.gov
http://www.dol-esa.gov,Department of Labor,true,http://www.dol.gov
http://www.govbenefits.gov,Department of Labor,true,http://www.benefits.gov
http://www.mynextmove.gov,Department of Labor,true,http://www.mynextmove.org
http://www.unionreports.gov,Department of Labor,true,http://www.dol.gov
http://www.usconsulate.gov,Department of State,true,http://www.usembassy.gov
http://www.usembassy-mexico.gov,Department of State,true,http://spanish.mexico.usembassy.gov
http://www.usmission.gov,Department of State,true,http://www.usembassy.gov
http://www.usvpp.gov,Department of State,true,http://www.usembassy.gov
http://www.conservation.gov,Department of the Interior,true,http://cooperativeconservation.gov
http://www.earthquake.gov,Department of the Interior,true,http://earthquake.usgs.gov
http://www.firenet.gov,Department of the Interior,true,http://sites.google.com
http://www.frcc.gov,Department of the Interior,true,http://frames.nbii.gov
http://www.interior.gov,Department of the Interior,true,http://www.doi.gov
http://www.lowermississippivalleyscience.gov,Department of the Interior,true,http://www.lmvsci.gov
http://www.mms.gov,Department of the Interior,true,http://www.boemre.gov
http://www.niftt.gov,Department of the Interior,true,http://frames.nbii.gov
http://www.nmfireinfo.gov,Department of the Interior,true,http://www.nmfireinfo.com
http://www.peoplelandandwater.gov,Department of the Interior,true,http://www.doi.gov
http://www.piedrasblancas.gov,Department of the Interior,true,http://www.blm.gov
http://www.sierranevadawild.gov,Department of the Interior,true,http://sierrawild.gov
http://www.sierrawildbear.gov,Department of the Interior,true,http://sierrawild.gov
http://www.fcg.gov,Department of the Treasury,true,http://fcg.nbc.gov
http://www.feditg.gov,Department of the Treasury,true,http://arc.publicdebt.treas.gov
http://www.financialstability.gov,Department of the Treasury,true,http://www.treasury.gov
http://www.fsoc.gov,Department of the Treasury,true,http://www.treasury.gov
http://www.irsauctions.gov,Department of the Treasury,true,http://www.treas.gov
http://www.makinghomesaffordable.gov,Department of the Treasury,true,http://www.makinghomeaffordable.gov
http://www.mha.gov,Department of the Treasury,true,http://www.makinghomeaffordable.gov
http://www.msb.gov,Department of the Treasury,true,http://www.fincen.gov
http://www.myhomeaffordable.gov,Department of the Treasury,true,http://www.makinghomeaffordable.gov
http://www.tigta.gov,Department of the Treasury,true,http://www.treas.gov
http://www.treas.gov,Department of the Treasury,true,http://www.treasury.gov
http://www.uhrgoldcoin.gov,Department of the Treasury,true,http://catalog.usmint.gov
http://www.usedollarcoins.gov,Department of the Treasury,true,http://www.usmint.gov
http://www.ustreas.gov,Department of the Treasury,true,http://www.treasury.gov
http://www.adsb.gov,Department of Transportation,true,http://www.faa.gov
http://www.ads-b.gov,Department of Transportation,true,http://www.faa.gov
http://www.boosterseat.gov,Department of Transportation,true,http://www.nhtsa.gov
http://www.dottrafficrecords.gov,Department of Transportation,true,http://h2.rita.dot.gov
http://www.fmip.gov,Department of Transportation,true,http://www.freight.dot.gov
http://www.swim.gov,Department of Transportation,true,http://www.faa.gov
http://www.tfhrc.gov,Department of Transportation,true,http://www.fhwa.dot.gov
http://www.aitc.gov,Department of Veterans Affairs,true,http://www.cdco.va.gov
http://www.cdco.gov,Department of Veterans Affairs,true,http://www.cdco.va.gov
http://www.nrd.gov,Department of Veterans Affairs,true,http://www.nationalresourcedirectory.gov
http://www.earthday.gov,Environmental Protection Agency,true,http://www.epa.gov
http://www.fdms.gov,Environmental Protection Agency,true,http://fdms.erulemaking.net
http://www.greengov.gov,Environmental Protection Agency,true,http://www.whitehouse.gov
http://www.sustainability.gov,Environmental Protection Agency,true,http://www.whitehouse.gov
http://www.astrongmiddleclass.gov,Executive Office of the President,true,http://www.whitehouse.gov
http://www.budget.gov,Executive Office of the President,true,http://www.whitehouse.gov
http://www.earmarks.gov,Executive Office of the President,true,http://earmarks.omb.gov
http://www.egov.gov,Executive Office of the President,true,http://www.whitehouse.gov
http://www.ethics.gov,Executive Office of the President,true,http://www.ethicsburg.gov
http://www.expectmore.gov,Executive Office of the President,true,http://www.whitehouse.gov
http://www.joiningforces.gov,Executive Office of the President,true,http://www.whitehouse.gov
http://www.max.gov,Executive Office of the President,true,http://max.omb.gov
http://www.nepa.gov,Executive Office of the President,true,http://ceq.hss.doe.gov
http://www.omb.gov,Executive Office of the President,true,http://www.whitehouse.gov
http://www.omblog.gov,Executive Office of the President,true,http://www.whitehouse.gov
http://www.ostp.gov,Executive Office of the President,true,http://www.whitehouse.gov
http://www.presidiotrust.gov,Executive Office of the President,true,http://www.presidio.gov
http://www.save.gov,Executive Office of the President,true,http://www.whitehouse.gov
http://www.saveaward.gov,Executive Office of the President,true,http://www.whitehouse.gov
http://www.strongmiddleclass.gov,Executive Office of the President,true,http://www.whitehouse.gov
http://www.wh.gov,Executive Office of the President,true,http://www.whitehouse.gov
http://www.fccuniversity.gov,Federal Communications Commission,true,http://gm2.geolearning.com
http://www.nbm.gov,Federal Communications Commission,true,http://www.broadbandmap.gov
http://www.myfdic.gov,Federal Deposit Insurance Corporation,true,http://www.fdic.gov
http://www.myfdicinsurance.gov,Federal Deposit Insurance Corporation,true,http://www.fdic.gov
http://www.fhfb.gov,Federal Housing Finance Board,true,http://www.fhfa.gov
http://www.frb.gov,Federal Reserve System,true,http://www.federalreserve.gov
http://www.onlineonguard.gov,Federal Trade Commission,true,http://www.onguardonline.gov
http://www.protecciondelconsumidor.gov,Federal Trade Commission,true,http://www.ncpw.gov
http://www.advantage.gov,General Services Administration,true,http://www.gsaadvantage.gov
http://www.blogusa.gov,General Services Administration,true,http://usagov.tumblr.com
http://www.buscador.gov,General Services Administration,true,http://search.usa.gov
http://www.buygovproperty.gov,General Services Administration,true,http://www.govsales.gov
http://www.challenge.gov,General Services Administration,true,http://secure.challengepost.com
http://www.cioc.gov,General Services Administration,true,http://www.cio.gov
http://www.computers4learning.gov,General Services Administration,true,http://computersforlearning.gov
http://www.eforms.gov,General Services Administration,true,http://search.usa.gov
http://www.espanol.gov,General Services Administration,true,http://www.usa.gov
http://www.faca.gov,General Services Administration,true,http://fido.gov
http://www.faq.gov,General Services Administration,true,http://www.usa.gov
http://www.fedassetsales.gov,General Services Administration,true,http://www.govsales.gov
http://www.fedbizopps.gov,General Services Administration,true,http://www.fbo.gov
http://www.fedforms.gov,General Services Administration,true,http://search.usa.gov
http://www.fedramp.gov,General Services Administration,true,http://cio.gov
http://www.fedrooms.gov,General Services Administration,true,http://www.gsa.gov
http://www.fedsales.gov,General Services Administration,true,http://www.govsales.gov
http://www.firstgov.gov,General Services Administration,true,http://www.usa.gov
http://www.firstgovsearch.gov,General Services Administration,true,http://search.usa.gov
http://www.forms.gov,General Services Administration,true,http://search.usa.gov
http://www.gobierno.gov,General Services Administration,true,http://www.usa.gov
http://www.gobiernousa.gov,General Services Administration,true,http://www.usa.gov
http://www.gov.gov,General Services Administration,true,http://www.usa.gov
http://www.govenergy.gov,General Services Administration,true,http://www.govenergy.com
http://www.govpropertyforsale.gov,General Services Administration,true,http://www.govsales.gov
http://www.gsadvantage.gov,General Services Administration,true,http://www.gsaadvantage.gov
http://www.hotels.gov,General Services Administration,true,http://www.gsa.gov
http://www.lodging.gov,General Services Administration,true,http://www.gsa.gov
http://www.nic.gov,General Services Administration,true,http://www.dotgov.gov
http://www.nonprofit.gov,General Services Administration,true,http://www.usa.gov
http://www.non-profit.gov,General Services Administration,true,http://www.usa.gov
http://www.sam.gov,General Services Administration,true,http://acquisition.gov
http://www.seniors.gov,General Services Administration,true,http://www.usa.gov
http://www.statelocal.gov,General Services Administration,true,http://www.usa.gov
http://www.unitedstates.gov,General Services Administration,true,http://www.usa.gov
http://www.us.gov,General Services Administration,true,http://www.usa.gov
http://www.usagov.gov,General Services Administration,true,http://www.usa.gov
http://www.usasearch.gov,General Services Administration,true,http://search.usa.gov
http://www.usgovernment.gov,General Services Administration,true,http://www.usa.gov
http://www.usip.gov,General Services Administration,true,http://www.usip.org
http://www.webcontent.gov,General Services Administration,true,http://www.howto.gov
http://www.webmanageruniversity.gov,General Services Administration,true,http://www.usa.gov
http://www.ibb.gov,International Broadcasting Bureau,true,http://www.bbg.gov
http://www.voa.gov,International Broadcasting Bureau,true,http://www.voanews.com
http://www.km.gov,National Aeronautics and Space Administration,true,http://wiki.nasa.gov
http://www.scijinks.gov,National Aeronautics and Space Administration,true,http://scijinks.jpl.nasa.gov
http://www.emergency-federal-register.gov,National Archives and Records Administration,true,http://www.archives.gov
http://www.fcic.gov,National Archives and Records Administration,true,http://cybercemetery.unt.edu
http://www.federal-register.gov,National Archives and Records Administration,true,http://www.archives.gov
http://www.nara.gov,National Archives and Records Administration,true,http://www.archives.gov
http://www.ogis.gov,National Archives and Records Administration,true,http://www.archives.gov
http://www.neajazzmasters.gov,National Endowment for the Arts,true,http://www.arts.gov
http://www.operationhomecoming.gov,National Endowment for the Arts,true,http://www.arts.gov
http://www.ofheo.gov,Office of Federal Housing Enterprise Oversight,true,http://www.fhfa.gov
http://www.fegli.gov,Office of Personnel Management,true,http://www.fegli2004.opm.gov
http://www.fsafeds.gov,Office of Personnel Management,true,http://www.fsafeds.com
http://www.govjobs.gov,Office of Personnel Management,true,http://www.monster.com
http://www.seniorleaders.gov,Office of Personnel Management,true,http://www.usajobs.gov
http://www.studentjobs.gov,Office of Personnel Management,true,http://www.usajobs.gov
http://www.thejobpage.gov,Office of Personnel Management,true,http://www.usajobs.gov
http://www.ratb.gov,Recovery Accountability and Transparency Board,true,http://www.recovery.gov
http://www.recoveryboard.gov,Recovery Accountability and Transparency Board,true,http://www.recovery.gov
http://www.hsa.gov,Small Business Administration,true,http://www.sba.gov
http://www.onlinewbc.gov,Small Business Administration,true,http://archive.sba.gov
http://www.segurosocial.gov,Social Security Administration,true,http://www.socialsecurity.gov
http://www.tvaoig.gov,Tennessee Valley Authority,true,http://oig.tva.gov
http://www.ushmm.gov,U. S. Holocaust Memorial Museum,true,http://www.ushmm.org
http://www.peacecore.gov,U. S. Peace Corps,true,http://www.peacecorps.gov
http://www.peacecorp.gov,U. S. Peace Corps,true,http://www.peacecorps.gov
http://www.mail.gov,U. S. Postal Service,true,http://www.usps.com
http://www.usps.gov,U. S. Postal Service,true,http://www.usps.com
http://www.chemsafety.gov,U.S. Chemical Safety and Hazard Investigation Board,true,http://www.csb.gov
http://www.ich.gov,US Interagency Council on Homelessness,true,http://usich.gov
